"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","GFCF","TOT","MLN_USD","A","1988",114727.635,
"CAN","GFCF","TOT","MLN_USD","A","1989",123781.332,
"CAN","GFCF","TOT","MLN_USD","A","1990",121586.12,
"CAN","GFCF","TOT","MLN_USD","A","1991",114904.736,
"CAN","GFCF","TOT","MLN_USD","A","1992",113441.172,
"CAN","GFCF","TOT","MLN_USD","A","1993",114738.864,
"CAN","GFCF","TOT","MLN_USD","A","1994",127297.454,
"CAN","GFCF","TOT","MLN_USD","A","1995",126263.115,
"CAN","GFCF","TOT","MLN_USD","A","1996",133928.829,
"CAN","GFCF","TOT","MLN_USD","A","1997",153345.308,
"CAN","GFCF","TOT","MLN_USD","A","1998",163139.116,
"CAN","GFCF","TOT","MLN_USD","A","1999",170893.761,
"CAN","GFCF","TOT","MLN_USD","A","2000",176589.382,
"CAN","GFCF","TOT","MLN_USD","A","2001",188980.527,
"CAN","GFCF","TOT","MLN_USD","A","2002",193957.132,
"CAN","GFCF","TOT","MLN_USD","A","2003",204863.44,
"CAN","GFCF","TOT","MLN_USD","A","2004",226199.125,
"CAN","GFCF","TOT","MLN_USD","A","2005",255787.522,
"CAN","GFCF","TOT","MLN_USD","A","2006",284141.314,
"CAN","GFCF","TOT","MLN_USD","A","2007",303778.741,
"CAN","GFCF","TOT","MLN_USD","A","2008",315047.1,
"CAN","GFCF","TOT","MLN_USD","A","2009",291552.241,
"CAN","GFCF","TOT","MLN_USD","A","2010",319912.11,
"CAN","GFCF","TOT","MLN_USD","A","2011",336389.843,
"CAN","GFCF","TOT","MLN_USD","A","2012",359598.706,
"CAN","GFCF","TOT","MLN_USD","A","2013",375899.36,
"CAN","GFCF","TOT","MLN_USD","A","2014",395447.586,
"CAN","GFCF","TOT","MLN_USD","A","2015",380381.398,
"CAN","GFCF","TOT","MLN_USD","A","2016",382141.368,
"CAN","GFCF","TOT","MLN_USD","A","2017",400763.477,
"CAN","GFCF","TOT","MLN_USD","A","2018",420184.611,
"CAN","GFCF","TOT","MLN_USD","A","2019",428950.698,
"CAN","GFCF","TOT","MLN_USD","A","2020",432500.625,
"CAN","GFCF","TOT","MLN_USD","A","2021",510600.749,
"NZL","GFCF","TOT","MLN_USD","A","1970",2534.97,"E"
"NZL","GFCF","TOT","MLN_USD","A","1971",2778.506,
"NZL","GFCF","TOT","MLN_USD","A","1972",3333.984,
"NZL","GFCF","TOT","MLN_USD","A","1973",3684.739,
"NZL","GFCF","TOT","MLN_USD","A","1974",4740.146,
"NZL","GFCF","TOT","MLN_USD","A","1975",5795.342,
"NZL","GFCF","TOT","MLN_USD","A","1976",5472.155,
"NZL","GFCF","TOT","MLN_USD","A","1977",4921.324,
"NZL","GFCF","TOT","MLN_USD","A","1978",5308.655,
"NZL","GFCF","TOT","MLN_USD","A","1979",5172.399,
"NZL","GFCF","TOT","MLN_USD","A","1980",5766.544,
"NZL","GFCF","TOT","MLN_USD","A","1981",7426.492,
"NZL","GFCF","TOT","MLN_USD","A","1982",8474.8,
"NZL","GFCF","TOT","MLN_USD","A","1983",9262.33,
"NZL","GFCF","TOT","MLN_USD","A","1984",10427.907,
"NZL","GFCF","TOT","MLN_USD","A","1985",11171.701,
"NZL","GFCF","TOT","MLN_USD","A","1986",10459.143,
"NZL","GFCF","TOT","MLN_USD","A","1987",10296.637,
"NZL","GFCF","TOT","MLN_USD","A","1988",9706.825,
"NZL","GFCF","TOT","MLN_USD","A","1989",10368.585,
"NZL","GFCF","TOT","MLN_USD","A","1990",10237.228,
"NZL","GFCF","TOT","MLN_USD","A","1991",8987.368,
"NZL","GFCF","TOT","MLN_USD","A","1992",9426.933,
"NZL","GFCF","TOT","MLN_USD","A","1993",11138.489,
"NZL","GFCF","TOT","MLN_USD","A","1994",13190.439,
"NZL","GFCF","TOT","MLN_USD","A","1995",14733.287,
"NZL","GFCF","TOT","MLN_USD","A","1996",15378.754,
"NZL","GFCF","TOT","MLN_USD","A","1997",16019.863,
"NZL","GFCF","TOT","MLN_USD","A","1998",15152.912,
"NZL","GFCF","TOT","MLN_USD","A","1999",17264.718,
"NZL","GFCF","TOT","MLN_USD","A","2000",17294.003,
"NZL","GFCF","TOT","MLN_USD","A","2001",18777.873,
"NZL","GFCF","TOT","MLN_USD","A","2002",20187.727,
"NZL","GFCF","TOT","MLN_USD","A","2003",22466.821,
"NZL","GFCF","TOT","MLN_USD","A","2004",24843.409,
"NZL","GFCF","TOT","MLN_USD","A","2005",26267.093,
"NZL","GFCF","TOT","MLN_USD","A","2006",27762.936,
"NZL","GFCF","TOT","MLN_USD","A","2007",29648.051,
"NZL","GFCF","TOT","MLN_USD","A","2008",28842.657,
"NZL","GFCF","TOT","MLN_USD","A","2009",26631.994,
"NZL","GFCF","TOT","MLN_USD","A","2010",26822.388,
"NZL","GFCF","TOT","MLN_USD","A","2011",28622.773,
"NZL","GFCF","TOT","MLN_USD","A","2012",30184.757,
"NZL","GFCF","TOT","MLN_USD","A","2013",34363.564,
"NZL","GFCF","TOT","MLN_USD","A","2014",37855.805,
"NZL","GFCF","TOT","MLN_USD","A","2015",39500.969,
"NZL","GFCF","TOT","MLN_USD","A","2016",42446.675,
"NZL","GFCF","TOT","MLN_USD","A","2017",46568.763,
"NZL","GFCF","TOT","MLN_USD","A","2018",48930.67,
"NZL","GFCF","TOT","MLN_USD","A","2019",52814.81,
"NZL","GFCF","TOT","MLN_USD","A","2020",53334.439,
"NZL","GFCF","TOT","MLN_USD","A","2021",61219.587,
"NOR","GFCF","TOT","MLN_USD","A","1970",3647.498,
"NOR","GFCF","TOT","MLN_USD","A","1971",4423.602,
"NOR","GFCF","TOT","MLN_USD","A","1972",4588.749,
"NOR","GFCF","TOT","MLN_USD","A","1973",5270.915,
"NOR","GFCF","TOT","MLN_USD","A","1974",6314.293,
"NOR","GFCF","TOT","MLN_USD","A","1975",7915.854,
"NOR","GFCF","TOT","MLN_USD","A","1976",9430.922,
"NOR","GFCF","TOT","MLN_USD","A","1977",10470.141,
"NOR","GFCF","TOT","MLN_USD","A","1978",9938.519,
"NOR","GFCF","TOT","MLN_USD","A","1979",10777.034,
"NOR","GFCF","TOT","MLN_USD","A","1980",11242.806,
"NOR","GFCF","TOT","MLN_USD","A","1981",12626.596,
"NOR","GFCF","TOT","MLN_USD","A","1982",13515.442,
"NOR","GFCF","TOT","MLN_USD","A","1983",14893.493,
"NOR","GFCF","TOT","MLN_USD","A","1984",15584.298,
"NOR","GFCF","TOT","MLN_USD","A","1985",16021.895,
"NOR","GFCF","TOT","MLN_USD","A","1986",18856.015,
"NOR","GFCF","TOT","MLN_USD","A","1987",19873.729,
"NOR","GFCF","TOT","MLN_USD","A","1988",20913.297,
"NOR","GFCF","TOT","MLN_USD","A","1989",19868.834,
"NOR","GFCF","TOT","MLN_USD","A","1990",17868.192,
"NOR","GFCF","TOT","MLN_USD","A","1991",18137.313,
"NOR","GFCF","TOT","MLN_USD","A","1992",18443.019,
"NOR","GFCF","TOT","MLN_USD","A","1993",19811.299,
"NOR","GFCF","TOT","MLN_USD","A","1994",21580.411,
"NOR","GFCF","TOT","MLN_USD","A","1995",22751.435,
"NOR","GFCF","TOT","MLN_USD","A","1996",25639.447,
"NOR","GFCF","TOT","MLN_USD","A","1997",29674.81,
"NOR","GFCF","TOT","MLN_USD","A","1998",33119.213,
"NOR","GFCF","TOT","MLN_USD","A","1999",31992.497,
"NOR","GFCF","TOT","MLN_USD","A","2000",32887.918,
"NOR","GFCF","TOT","MLN_USD","A","2001",33298.684,
"NOR","GFCF","TOT","MLN_USD","A","2002",33485.929,
"NOR","GFCF","TOT","MLN_USD","A","2003",33272.346,
"NOR","GFCF","TOT","MLN_USD","A","2004",38386.19,
"NOR","GFCF","TOT","MLN_USD","A","2005",45016.528,
"NOR","GFCF","TOT","MLN_USD","A","2006",52881.307,
"NOR","GFCF","TOT","MLN_USD","A","2007",62150.352,
"NOR","GFCF","TOT","MLN_USD","A","2008",66551.563,
"NOR","GFCF","TOT","MLN_USD","A","2009",62181.4,
"NOR","GFCF","TOT","MLN_USD","A","2010",58745.671,
"NOR","GFCF","TOT","MLN_USD","A","2011",66149.343,
"NOR","GFCF","TOT","MLN_USD","A","2012",73628.053,
"NOR","GFCF","TOT","MLN_USD","A","2013",80197.257,
"NOR","GFCF","TOT","MLN_USD","A","2014",80791.122,
"NOR","GFCF","TOT","MLN_USD","A","2015",74656.511,
"NOR","GFCF","TOT","MLN_USD","A","2016",77757.395,
"NOR","GFCF","TOT","MLN_USD","A","2017",83015.395,
"NOR","GFCF","TOT","MLN_USD","A","2018",88721.211,
"NOR","GFCF","TOT","MLN_USD","A","2019",101016.204,
"NOR","GFCF","TOT","MLN_USD","A","2020",99051.566,
"NOR","GFCF","TOT","MLN_USD","A","2021",109042.255,
"USA","GFCF","TOT","MLN_USD","A","1972",279724,
"USA","GFCF","TOT","MLN_USD","A","1973",316688,
"USA","GFCF","TOT","MLN_USD","A","1974",336702,
"USA","GFCF","TOT","MLN_USD","A","1975",347912,
"USA","GFCF","TOT","MLN_USD","A","1976",395754,
"USA","GFCF","TOT","MLN_USD","A","1977",467452,
"USA","GFCF","TOT","MLN_USD","A","1978",558153,
"USA","GFCF","TOT","MLN_USD","A","1979",641769,
"USA","GFCF","TOT","MLN_USD","A","1980",672378,
"USA","GFCF","TOT","MLN_USD","A","1981",748760,
"USA","GFCF","TOT","MLN_USD","A","1982",752891,
"USA","GFCF","TOT","MLN_USD","A","1983",814433,
"USA","GFCF","TOT","MLN_USD","A","1984",947866,
"USA","GFCF","TOT","MLN_USD","A","1985",1027702,
"USA","GFCF","TOT","MLN_USD","A","1986",1080662,
"USA","GFCF","TOT","MLN_USD","A","1987",1119664,
"USA","GFCF","TOT","MLN_USD","A","1988",1176882,
"USA","GFCF","TOT","MLN_USD","A","1989",1242441,
"USA","GFCF","TOT","MLN_USD","A","1990",1269272,
"USA","GFCF","TOT","MLN_USD","A","1991",1238832,
"USA","GFCF","TOT","MLN_USD","A","1992",1292796,
"USA","GFCF","TOT","MLN_USD","A","1993",1377895,
"USA","GFCF","TOT","MLN_USD","A","1994",1486873,
"USA","GFCF","TOT","MLN_USD","A","1995",1594003,
"USA","GFCF","TOT","MLN_USD","A","1996",1721214,
"USA","GFCF","TOT","MLN_USD","A","1997",1851279,
"USA","GFCF","TOT","MLN_USD","A","1998",2016953,
"USA","GFCF","TOT","MLN_USD","A","1999",2194721,
"USA","GFCF","TOT","MLN_USD","A","2000",2372714,
"USA","GFCF","TOT","MLN_USD","A","2001",2385009,
"USA","GFCF","TOT","MLN_USD","A","2002",2354119,
"USA","GFCF","TOT","MLN_USD","A","2003",2477183,
"USA","GFCF","TOT","MLN_USD","A","2004",2703389,
"USA","GFCF","TOT","MLN_USD","A","2005",2990493,
"USA","GFCF","TOT","MLN_USD","A","2006",3182858,
"USA","GFCF","TOT","MLN_USD","A","2007",3231084,
"USA","GFCF","TOT","MLN_USD","A","2008",3136450,
"USA","GFCF","TOT","MLN_USD","A","2009",2723344,
"USA","GFCF","TOT","MLN_USD","A","2010",2756059,
"USA","GFCF","TOT","MLN_USD","A","2011",2922919,
"USA","GFCF","TOT","MLN_USD","A","2012",3171573,
"USA","GFCF","TOT","MLN_USD","A","2013",3321886,
"USA","GFCF","TOT","MLN_USD","A","2014",3562780,
"USA","GFCF","TOT","MLN_USD","A","2015",3722979,
"USA","GFCF","TOT","MLN_USD","A","2016",3808723,
"USA","GFCF","TOT","MLN_USD","A","2017",4021712,
"USA","GFCF","TOT","MLN_USD","A","2018",4295134,
"USA","GFCF","TOT","MLN_USD","A","2019",4485471,
"USA","GFCF","TOT","MLN_USD","A","2020",4489254,
"USA","GFCF","TOT","MLN_USD","A","2021",4939579,
"CHL","GFCF","TOT","MLN_USD","A","1986",7952.219,"E"
"CHL","GFCF","TOT","MLN_USD","A","1987",9840.277,"E"
"CHL","GFCF","TOT","MLN_USD","A","1988",11431.813,"E"
"CHL","GFCF","TOT","MLN_USD","A","1989",15249.456,"E"
"CHL","GFCF","TOT","MLN_USD","A","1990",16105.445,"E"
"CHL","GFCF","TOT","MLN_USD","A","1991",15484.409,"E"
"CHL","GFCF","TOT","MLN_USD","A","1992",20002.934,"E"
"CHL","GFCF","TOT","MLN_USD","A","1993",24348.242,"E"
"CHL","GFCF","TOT","MLN_USD","A","1994",24554.292,"E"
"CHL","GFCF","TOT","MLN_USD","A","1995",28441.534,"E"
"CHL","GFCF","TOT","MLN_USD","A","1996",32453.363,
"CHL","GFCF","TOT","MLN_USD","A","1997",36390.579,
"CHL","GFCF","TOT","MLN_USD","A","1998",36924.553,
"CHL","GFCF","TOT","MLN_USD","A","1999",30347.31,
"CHL","GFCF","TOT","MLN_USD","A","2000",32040.884,
"CHL","GFCF","TOT","MLN_USD","A","2001",34478.344,
"CHL","GFCF","TOT","MLN_USD","A","2002",35793.963,
"CHL","GFCF","TOT","MLN_USD","A","2003",37907.18,
"CHL","GFCF","TOT","MLN_USD","A","2004",40223.691,
"CHL","GFCF","TOT","MLN_USD","A","2005",47949.092,
"CHL","GFCF","TOT","MLN_USD","A","2006",53940.462,
"CHL","GFCF","TOT","MLN_USD","A","2007",61186.167,
"CHL","GFCF","TOT","MLN_USD","A","2008",74125.794,
"CHL","GFCF","TOT","MLN_USD","A","2009",65445.131,
"CHL","GFCF","TOT","MLN_USD","A","2010",70854.401,
"CHL","GFCF","TOT","MLN_USD","A","2011",86310.693,
"CHL","GFCF","TOT","MLN_USD","A","2012",100139.656,
"CHL","GFCF","TOT","MLN_USD","A","2013",103463.475,
"CHL","GFCF","TOT","MLN_USD","A","2014",102633.454,
"CHL","GFCF","TOT","MLN_USD","A","2015",103282.273,
"CHL","GFCF","TOT","MLN_USD","A","2016",102508.478,
"CHL","GFCF","TOT","MLN_USD","A","2017",100357.996,
"CHL","GFCF","TOT","MLN_USD","A","2018",110199.654,
"CHL","GFCF","TOT","MLN_USD","A","2019",120707.853,
"CHL","GFCF","TOT","MLN_USD","A","2020",110814.396,
"CHL","GFCF","TOT","MLN_USD","A","2021",131499.646,
"COL","GFCF","TOT","MLN_USD","A","1975",5379.568,"E"
"COL","GFCF","TOT","MLN_USD","A","1976",6206.946,"E"
"COL","GFCF","TOT","MLN_USD","A","1977",6329.343,"E"
"COL","GFCF","TOT","MLN_USD","A","1978",7840.275,"E"
"COL","GFCF","TOT","MLN_USD","A","1979",9041.402,"E"
"COL","GFCF","TOT","MLN_USD","A","1980",11254.638,"E"
"COL","GFCF","TOT","MLN_USD","A","1981",13364.678,"E"
"COL","GFCF","TOT","MLN_USD","A","1982",14281.55,"E"
"COL","GFCF","TOT","MLN_USD","A","1983",14953.824,"E"
"COL","GFCF","TOT","MLN_USD","A","1984",15937.053,"E"
"COL","GFCF","TOT","MLN_USD","A","1985",17647.025,"E"
"COL","GFCF","TOT","MLN_USD","A","1986",19424.529,"E"
"COL","GFCF","TOT","MLN_USD","A","1987",20759.361,"E"
"COL","GFCF","TOT","MLN_USD","A","1988",25243.181,"E"
"COL","GFCF","TOT","MLN_USD","A","1989",25342.25,"E"
"COL","GFCF","TOT","MLN_USD","A","1990",32420.84,"E"
"COL","GFCF","TOT","MLN_USD","A","1991",30340.659,"E"
"COL","GFCF","TOT","MLN_USD","A","1992",34859.987,"E"
"COL","GFCF","TOT","MLN_USD","A","1993",45943.289,"E"
"COL","GFCF","TOT","MLN_USD","A","1994",54073.548,"E"
"COL","GFCF","TOT","MLN_USD","A","1995",55897.144,"E"
"COL","GFCF","TOT","MLN_USD","A","1996",56062.978,"E"
"COL","GFCF","TOT","MLN_USD","A","1997",55443.99,"E"
"COL","GFCF","TOT","MLN_USD","A","1998",53024.813,"E"
"COL","GFCF","TOT","MLN_USD","A","1999",36199.868,"E"
"COL","GFCF","TOT","MLN_USD","A","2000",36443.859,"E"
"COL","GFCF","TOT","MLN_USD","A","2001",41236.301,"E"
"COL","GFCF","TOT","MLN_USD","A","2002",45904.479,"E"
"COL","GFCF","TOT","MLN_USD","A","2003",53783.018,"E"
"COL","GFCF","TOT","MLN_USD","A","2004",62879.467,"E"
"COL","GFCF","TOT","MLN_USD","A","2005",73695.66,
"COL","GFCF","TOT","MLN_USD","A","2006",87345.176,
"COL","GFCF","TOT","MLN_USD","A","2007",102110.774,
"COL","GFCF","TOT","MLN_USD","A","2008",97827.542,
"COL","GFCF","TOT","MLN_USD","A","2009",102907.03,
"COL","GFCF","TOT","MLN_USD","A","2010",105923.548,
"COL","GFCF","TOT","MLN_USD","A","2011",114969.663,
"COL","GFCF","TOT","MLN_USD","A","2012",115819.249,
"COL","GFCF","TOT","MLN_USD","A","2013",125019.175,
"COL","GFCF","TOT","MLN_USD","A","2014",140283.467,
"COL","GFCF","TOT","MLN_USD","A","2015",145886.564,
"COL","GFCF","TOT","MLN_USD","A","2016",147250.386,
"COL","GFCF","TOT","MLN_USD","A","2017",150564.38,
"COL","GFCF","TOT","MLN_USD","A","2018",158594.205,
"COL","GFCF","TOT","MLN_USD","A","2019",171767.31,
"COL","GFCF","TOT","MLN_USD","A","2020",143741.669,"P"
"COL","GFCF","TOT","MLN_USD","A","2021",171922.833,"P"
"ZAF","GFCF","TOT","MLN_USD","A","1970",12848.643,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1971",14917.917,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1972",16294.704,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1973",17085.291,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1974",19618.294,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1975",25958.183,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1976",28998.394,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1977",29610.53,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1978",29529.76,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1979",32765.638,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1980",38382.057,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1981",46383.778,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1982",48839.472,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1983",47984.31,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1984",47450.051,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1985",46886.173,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1986",42254.963,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1987",39855.019,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1988",45939.04,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1989",52216.59,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1990",50878.815,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1991",47361.661,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1992",43444.418,"E"
"ZAF","GFCF","TOT","MLN_USD","A","1993",40702.525,
"ZAF","GFCF","TOT","MLN_USD","A","1994",43602.461,
"ZAF","GFCF","TOT","MLN_USD","A","1995",48081.587,
"ZAF","GFCF","TOT","MLN_USD","A","1996",51400.704,
"ZAF","GFCF","TOT","MLN_USD","A","1997",54818.228,
"ZAF","GFCF","TOT","MLN_USD","A","1998",56967.518,
"ZAF","GFCF","TOT","MLN_USD","A","1999",53164.836,
"ZAF","GFCF","TOT","MLN_USD","A","2000",54918.949,
"ZAF","GFCF","TOT","MLN_USD","A","2001",57577.266,
"ZAF","GFCF","TOT","MLN_USD","A","2002",59219.806,
"ZAF","GFCF","TOT","MLN_USD","A","2003",64960.005,
"ZAF","GFCF","TOT","MLN_USD","A","2004",72170.142,
"ZAF","GFCF","TOT","MLN_USD","A","2005",82034.858,
"ZAF","GFCF","TOT","MLN_USD","A","2006",97669.75,
"ZAF","GFCF","TOT","MLN_USD","A","2007",115765.208,
"ZAF","GFCF","TOT","MLN_USD","A","2008",138348.648,
"ZAF","GFCF","TOT","MLN_USD","A","2009",123622.457,
"ZAF","GFCF","TOT","MLN_USD","A","2010",116151.32,
"ZAF","GFCF","TOT","MLN_USD","A","2011",124046.927,
"ZAF","GFCF","TOT","MLN_USD","A","2012",125225.477,
"ZAF","GFCF","TOT","MLN_USD","A","2013",135720.771,
"ZAF","GFCF","TOT","MLN_USD","A","2014",135779.446,
"ZAF","GFCF","TOT","MLN_USD","A","2015",136670.127,
"ZAF","GFCF","TOT","MLN_USD","A","2016",134782.48,
"ZAF","GFCF","TOT","MLN_USD","A","2017",129578.529,
"ZAF","GFCF","TOT","MLN_USD","A","2018",131135.514,
"ZAF","GFCF","TOT","MLN_USD","A","2019",129988.581,
"ZAF","GFCF","TOT","MLN_USD","A","2020",109976.148,
"ZAF","GFCF","TOT","MLN_USD","A","2021",114811.916,
"BRA","GFCF","TOT","MLN_USD","A","1995",265636.973,
"BRA","GFCF","TOT","MLN_USD","A","1996",254047.721,
"BRA","GFCF","TOT","MLN_USD","A","1997",274114.56,
"BRA","GFCF","TOT","MLN_USD","A","1998",269693.048,
"BRA","GFCF","TOT","MLN_USD","A","1999",252159.296,
"BRA","GFCF","TOT","MLN_USD","A","2000",289565.819,
"BRA","GFCF","TOT","MLN_USD","A","2001",302068.024,
"BRA","GFCF","TOT","MLN_USD","A","2002",307700.86,
"BRA","GFCF","TOT","MLN_USD","A","2003",293958.533,
"BRA","GFCF","TOT","MLN_USD","A","2004",332991.419,
"BRA","GFCF","TOT","MLN_USD","A","2005",349027.292,
"BRA","GFCF","TOT","MLN_USD","A","2006",377431.767,
"BRA","GFCF","TOT","MLN_USD","A","2007",429925.711,
"BRA","GFCF","TOT","MLN_USD","A","2008",496050.302,
"BRA","GFCF","TOT","MLN_USD","A","2009",491313.189,
"BRA","GFCF","TOT","MLN_USD","A","2010",574750.06,
"BRA","GFCF","TOT","MLN_USD","A","2011",612216.231,
"BRA","GFCF","TOT","MLN_USD","A","2012",621197.764,
"BRA","GFCF","TOT","MLN_USD","A","2013",655357.392,
